"AXP","BA","CAT","HD","JNJ","JPM","KO","MCD","PG"
-0.0698430833748705,-0.0202399546886147,0.0100035285514768,-0.0425755260749994,-0.00856301067451175,-0.0505073838785506,-0.00800262910358586,-0.0433338887077925,-0.0270126474544704
-0.00377444043402806,-0.0440385315306064,-0.00992260638372269,0.00865890783143974,0.0342048746148931,-0.0201654303308957,0.00895305613660661,0.0125462713714691,0.0182211962033465
0.0029264740854918,0.00110840839600581,-0.0112935862177626,-0.0234541250226328,-0.00761965943696909,0.00187622984272011,-0.00916707036445527,-0.00172861920914926,-0.00636282289142787
0.00806612890580622,0.00255615714731278,0.0120442831249128,0.00798831096456524,0.000535731645815796,0.00260494711845659,-0.00321353587641362,-0.00404448794851224,-0.00110296467076905
-0.00588636634721884,-0.00621796597850185,-0.00138113000010597,0.0133474642656387,0.00612137787345046,0.00569394392407372,0.0062502037933954,-0.00181997824353615,0.00736825097620615
-0.00876454549541635,-0.00131114381964661,0.00112773688788392,-0.00992469265773459,-0.00704672338987802,-0.0177289959750199,-0.00943145729851436,-0.0129795665154355,-0.0114892497208037
0.0343726853130625,0.00765878622133796,0.0161045792454905,0.0257611320806723,0.00832392830239397,0.0165734342404749,0.0186824246696495,0.0126470420190395,0.0178323085038017
-0.015804506975031,0.0095784108899883,-0.0116713264639319,-0.00890034967048826,-0.00386693269478652,-0.0303734188105438,-0.00116605929635361,0.0061887169230593,0.00310012762838911
0.0157719625525015,-0.00722652219745393,0.000807071164062119,0.00724688459353566,-0.00255277055897963,-0.0018550859634751,-0.0128661290321166,-0.00483716977669915,-0.0160748740835592
-0.0190936686603391,-0.0108427383533937,-0.0045659407765727,-0.00833357988871584,0.0124903481299612,-0.0115542171814205,0.00918282358346818,0.0069781890518209,0.00978917447538505
0.0444847084310478,0.0530131489417523,0.0170150486450483,0.0408152496168323,0.0118454007516352,0.0268096369091423,0.0142662734110823,0.0192583215822353,0.0129521782220999
0.037875583133079,0.0688384559670363,0.031093147940754,0.0160495579807078,0.01967849766585,0.0565759882020103,0.011073209673542,0.000373359713297756,0.00813383489066585
0.00778605303893714,0.00735490538092238,0.0203956258129632,0.000883589206315969,0.00372005751897073,0.00632475274629104,0.00805778755400309,0.0180237730775082,0.0147668450572161
0.0312177650118054,0.00882983125399837,0.0184412321555262,0.0275542931368833,0.0290146662844549,0.0142197952351566,0.0163258674207332,0.0122957012991352,0.0241376978037999
0.0532867950844605,0.0311294849066991,0.0343169048887843,0.0287550925050366,0.00808828219296826,0.0202308242205313,0.01912646892699,0.014528984102047,0.0148639447436689
0.0170879927135152,0.00966299564784966,0.0178461865587095,0.0188070401673808,0.0118384712232625,0.012294717292942,0.0329370082715238,-0.00140856726977706,0.0260684503128444
0.0379209507272628,0.0231501417919701,0.0210145695970198,0.0264356704308907,0.00354611904757656,0.0302275315613331,0.0115276365038079,0.0200390386009333,0.0218043395057447
0.0182716102844164,0.0312318521862189,0.0168686299720437,0.00755816230557886,-0.0071764060058187,0.0233537476754031,0.0021748852886885,-0.000754776940489973,-0.0235618855374089
-0.0188455452806645,-0.0216961117769836,0.00876730937388084,-0.00165371695079822,-0.00928404025960484,-0.0273703860148536,-0.0182364734765233,-0.0148991648073628,-0.0333754113758003
-0.00408064430603795,-0.0162887380642821,-0.0138145803334704,0.00537777133065297,0.0084586468172031,-0.0131935827384825,-0.0101228063175605,-0.00866914411452584,-0.00787038982348037
-0.0102041513229582,0.0114489838946348,0.00308762803234244,0.00876819950270323,0.00240656078896811,0.00539576030508788,-0.00427769933360123,0.00063007397262715,-0.00323192848147643
0.0865111386945009,0.0263320828302564,0.0299695613815721,0.0353744151928482,0.0184691184452351,0.0237094559344161,0.0289411924149451,0.0133360008856287,0.0212993633197752
0.0200421700286057,0.0227212927164804,0.010964155020176,-0.00282050893553419,0.00647785105821416,-0.00439830930914151,-0.00580407879067221,0.00511360783009926,-0.00182502470309775
0.0405192992436919,0.00945476437179973,0.00297619708722158,0.00675608119987594,0.00307491740970048,0.0226039056155871,0.0042440805613811,0.0126522335002524,0.00121161735376416
-0.0221986325841517,-0.00757908263455892,-0.105553836007164,-0.00965179460999163,-0.00201374451947503,-0.0136159681906783,-0.00393916336488101,-0.00602298731584643,-0.00729442771737011
0.0188794410701532,-0.00361209855652312,0.00524257483421248,0.0100851007214103,0.00393883211838015,-0.00166613021676453,0.00283193330263338,-0.00849999513341056,0.00895767928602931
0.0524279664633341,0.0324793367547457,0.0119311933674939,0.0419716363347605,0.00152526724993236,0.0231183270700897,0.00441459292717523,0.00656002389104405,0.00582118747718264
0.0118001143389617,0.0028967619952783,0.00476548890380798,0.0257802684811386,0.00460379796367971,0.0161890896276163,0.00582379860952402,-0.000915966789451815,0.00791059576360075
-0.0449432325913211,-0.00617971322468695,-0.042439513296905,-0.0108280785176369,-0.00826897957700741,-0.0250619918597789,-0.0221137919685478,-0.0163741325393495,-0.0146219822982238
-0.00120265063641106,0.00257422122492661,-0.0216441159269136,0.0115075562542359,0.00187941430608082,-0.0195044148778435,0.00155979964224973,-0.00054804904500461,-0.00122934192017382
-0.0168427094578417,-0.00290267604923219,-0.0116568522549148,0.00518331445783267,-0.00563067966228946,0.00299263421530483,-0.00722912239965908,0.000376356928396272,0.021621786011676
-0.02658173392198,-0.00405645686535662,-0.0108663252338573,0.00135292211213032,-0.0101367684764594,-0.0306044409472414,-0.00882935268374721,-0.0120357526837342,-0.0161206147944727
0.0120784873538636,-0.00518085409704687,-0.00296138017475408,0.00324600348348941,0.00957476135385691,-0.00486465383456612,-0.0010916792018973,-0.00472581312302775,-0.00333992052713679
0.0335828658151879,0.0123770012734958,0.0137067233564942,0.0169008606966092,0.000658635840269082,0.0198715301283565,0.0128102535934105,0.0156632256271589,0.013766439543586
-0.0290451821180218,-0.0505775854264726,-0.00788078113515842,-0.0241865106583222,-0.00260580686684713,-0.0108980240090484,0.00102473067217734,-0.00814068157735969,-0.00681627419639533
-0.0341813165139824,-0.0302816604427312,-0.0244288323091133,0.0192937510715982,0.0118689060444465,-0.0140110816483579,0.00307224695168832,0.00357057466010305,0.00607261615202638
0.0178111153879719,0.0103520930118944,0.00416502689300542,-0.00177927658275574,-0.0311159947974763,-0.000544666559592759,0.00135433138084837,-0.00627676498897706,-0.00155041739144033
0.00831239479870947,0.000642477758559127,-0.00268571363404486,0.0114316202359997,0.0114216869631778,0.00453371846316749,-0.000767574084975595,-0.00819400223520248,0.00142994625785298
0.0165839305064663,0.0152897124068303,-0.0123277684240847,0.00420764320296155,-0.00532107058784072,0.020515696086407,-0.00575892903677322,-3.7906155354641e-05,7.55571647642422e-05
0.0308742634027126,0.00888301359001783,0.0185105850560895,0.0135914397128665,0.0110142578616926,0.00749526317789121,0.0223966423485723,0.0130926497453752,0.0184106346496234
0.0468195743653151,0.0262872185667313,0.0152337076500645,0.011523970725577,0.000721165405812498,0.0137259224188254,0.00619823892020584,-0.00434425667606313,0.00723468681442199
0.00512271042230524,0.00203857491638207,-0.00142568878596815,-0.000530070800943024,-0.00336295747924086,0.0187572147640304,0.00832715030407724,0.00520383652274691,0.000989543686958628
-0.00762371089067893,-0.0243211329460352,-0.0185106008995918,-0.000657454617018644,-0.00355109689369782,-0.0036402276919816,-0.00549066952960602,-0.0179787749950388,-0.00658642256406969
0.0207470671331543,-0.0165423845648234,0.000945525273540918,0.00959620416028712,0.00499497591303419,0.00800804198743574,0.0300825845358718,0.00285316330469173,0.0215806565939436
-0.0267155631390719,-0.0224120409787563,-0.015780933105023,-0.0208709326512977,-0.015488671295319,-0.0217202276708441,-0.0489885734286631,-0.0222215243011187,-0.0385651655759149
0.0322000341402608,0.0177913153697306,-0.00583831590939117,0.030081295578647,-0.00276230834725321,-0.0023654578345729,0.00305757259927106,0.0105382070282505,0.0107617002397303
-0.00435539524770648,0.00630566911408228,-0.00270175356647784,0.0019738339570503,0.00129079883189889,0.0063280930744281,-0.0036636115412883,-0.00131717568544426,0.00761515369480516
0.00723199052251966,0.0123710868351184,0.0036269446406517,0.00294819133210993,0.0036727620627905,0.0149809161153171,0.00182140000439108,0.00417090501728922,0.00694819890255727
-0.0164644366189979,0.0212279134796524,0.00496037567558655,-0.0258363577822803,-0.0114393578131155,-0.02323899755568,-0.00395023738377219,-0.00244048853196086,-0.00061170964875342
0.0334310811775057,0.0236055809936875,0.00690010912163012,0.0580137381679896,0.0141263800565459,0.0127738420273634,0.0147490067402681,0.0059733001015716,0.0188138019461072
-0.0152979674156533,-0.00672997451469283,-0.0161174039002911,-0.0231649214854692,-0.00570638965003866,-0.0110591947990372,-0.00694557473774605,-0.0101078819597074,-0.0039756493639274
0.0357081270176448,0.0218866961309042,0.0565858496854593,-0.00495701311461711,-0.00386225568002065,0.00772918064012873,0.0138818372369402,0.00636389709323992,-0.0129510094510412
0.0220421234097967,0.0106227143963187,0.0140816505227198,0.0668075777234938,0.0167947948727954,-0.00269201294064815,0.0305443896578812,0.0193592221980471,0.0322906072267689
-0.0144552076821298,-0.00414348097581703,-0.00179588745537,-0.00459100295536667,0.00612479101097421,0.00429639265851995,0.000493884404486077,0.00694344329251968,0.00468638987961823
-0.0260547808996041,0.00366182942079984,-0.00166430000238398,-0.0219260454012279,-0.00135094849484532,-0.0111262491225126,0.00328624232402566,-0.0139236910694794,-0.00856562322220597
0.0109275706619429,0.00564464103186917,-0.00991798317631869,0.00783792070851255,-0.00182298274666032,-0.00482906814633764,0.0328563321090887,0.00561103496770836,0.00635789948792979
0.00773868164614816,0.019117496679448,0.00886676298154015,0.000646326788553932,0.00897581494181491,0.0143123683549056,0.00632486468250379,0.0202579203214785,0.00599456113342935
0.0264828498151312,0.0321208696911638,-0.00592897184394284,-4.95313575112877e-05,0.000899943638016897,0.0147676437360106,-0.0127257259860304,-0.0101108173335874,-0.00999273634718365
-0.0145233541499538,-0.0323573309485652,-0.00881707523755969,-0.00424606630237055,-0.0138462601982143,-0.0158965532491324,-0.0202046515912492,-0.0135942242568494,-0.0232648438488132
